date,order,unit,qty
1514025280356,bid,18292000,0.30000000
1514025280356,bid,18291000,4.00000000
1514025280356,bid,18290000,0.50100000
1514025281498,ask,18328000,0.40020000
1514025281498,ask,18340000,0.04408659
1514025281498,ask,18341000,0.45720000
1514025281498,ask,18348000,0.01710000
1514025281498,ask,18349000,0.39260000
1514025281498,ask,18350000,0.98600000
1514025281498,ask,18355000,0.00100000
1514025281498,bid,18324000,0.05925145
1514025281498,bid,18318000,0.59330000
1514025281498,bid,18300000,0.65770000
1514025281498,bid,18297000,0.99080000
1514025281498,bid,18292000,0.30000000
1514025281498,bid,18291000,4.00000000
1514025281498,bid,18290000,0.50100000
1514025282403,ask,18328000,0.40020000
1514025282403,ask,18340000,0.04408659
1514025282403,ask,18341000,0.45720000
1514025282403,ask,18348000,0.01710000
1514025282403,ask,18349000,0.39260000
1514025282403,ask,18350000,0.98600000
1514025282403,ask,18355000,0.00100000
1514025282403,bid,18324000,0.05925145
1514025282403,bid,18318000,0.59330000
1514025282403,bid,18300000,0.65770000
1514025282403,bid,18297000,0.99080000
1514025282403,bid,18292000,0.30000000
1514025282403,bid,18291000,4.00000000
1514025282403,bid,18290000,0.50100000
1514025283415,ask,18328000,0.40020000
1514025283415,ask,18340000,0.04408659
1514025283415,ask,18341000,0.45720000
1514025283415,ask,18348000,0.01710000
1514025283415,ask,18349000,0.39260000
1514025283415,ask,18350000,0.98600000
1514025283415,ask,18355000,0.00100000
1514025283415,bid,18324000,0.05925145
1514025283415,bid,18318000,0.59330000
1514025283415,bid,18300000,0.65770000
1514025283415,bid,18297000,0.99080000
1514025283415,bid,18292000,0.30000000
1514025283415,bid,18291000,4.00000000
1514025283415,bid,18290000,0.50100000
1514025284439,ask,18340000,0.04408659
1514025284439,ask,18341000,0.45720000
1514025284439,ask,18348000,0.01710000
1514025284439,ask,18349000,0.39260000
1514025284439,ask,18350000,0.98600000
1514025284439,ask,18355000,0.00100000
1514025284439,ask,18365000,0.03000000
1514025284439,bid,18328000,0.03570000
1514025284439,bid,18324000,0.05925145
1514025284439,bid,18318000,0.59330000
1514025284439,bid,18300000,0.65770000
1514025284439,bid,18298000,0.16230000
1514025284439,bid,18297000,0.99080000
1514025284439,bid,18292000,0.30000000
1514025285464,ask,18340000,0.04408659
1514025285464,ask,18341000,0.45720000
1514025285464,ask,18348000,0.01710000
1514025285464,ask,18350000,0.98600000
1514025285464,ask,18355000,0.00100000
1514025285464,ask,18365000,0.03000000
1514025285464,ask,18372000,0.12000000
1514025285464,bid,18328000,0.03150000
1514025285464,bid,18324000,0.05925145
1514025285464,bid,18318000,0.59330000
