name,url,url-href,price_min,price_max,screen_size_cm,chipset,series,cpu,operating_system,ssd,memory,resolution,cpu_speed,memory_type
"삼성전자 노트북5 NT500R5S-LD3S","삼성전자 노트북5 NT500R5S-LD3S","http://shopping.naver.com/detail/detail.nhn?nv_mid=8832668781&cat_id=50000151&frm=NVSHCHK&query=","620,000","2,615,000","39.6","인텔","코어 i3","CPU : i3-5005U","운영체제 : 미포함","SSD : 128GB","메모리 용량 : 4GB","해상도 : 1920x1080","CPU속도 : 2.0GHz","메모리 타입 : LPDDR3"
"엘지전자 15N360-GR30K","엘지전자 15N360-GR30K","http://shopping.naver.com/detail/detail.nhn?nv_mid=9452377518&cat_id=50000151&frm=NVSHCHK&query=","669,000","879,000","15.6","인텔","코어 i3","CPU : i3-5005U","운영체제 : 윈도우10","SSD : 128GB","메모리 용량 : 4GB","해상도 : 1920x1080","CPU속도 : 2.0GHz","메모리 타입 : DDR3L"
"애플 맥북프로 MLH32KH/A","애플 맥북프로 MLH32KH/A","http://shopping.naver.com/detail/detail.nhn?nv_mid=10583315373&cat_id=50000151&frm=NVSHCHK&query=","2,700,690","3,190,000","39.11","인텔","코어 i7","CPU : i7-6700HQ(스카이레이크)","운영체제 : MAC OS","SSD : 256GB","메모리 용량 : 16GB","해상도 : 2880x1800","CPU속도 : 2.6GHz","메모리 타입 : LPDDR3"
"엘지전자 15U560-KA7UK","엘지전자 15U560-KA7UK","http://shopping.naver.com/detail/detail.nhn?nv_mid=9258819192&cat_id=50000151&frm=NVSHCHK&query=","1,602,940","1,880,940","39.62","인텔","코어 i7","CPU : i7-6500U(스카이레이크)","운영체제 : 윈도우10","SSD : 256GB","메모리 용량 : 8GB","null","CPU속도 : 2.5GHz","메모리 타입 : DDR3L"
"디지탈클릭 디클 클릭북 N141","디지탈클릭 디클 클릭북 N141","http://shopping.naver.com/detail/detail.nhn?nv_mid=10868431801&cat_id=50000151&frm=NVSHCHK&query=","251,230","292,785","35.5","인텔","셀러론 듀얼코어","null","운영체제 : 미포함","SSD : 120GB","메모리 용량 : 4GB","해상도 : 1366x768","CPU속도 : 2.4GHz","메모리 타입 : DDR3L"
"DELL 인스피론 15 7559 D724I7559303KR","DELL 인스피론 15 7559 D724I7559303KR","http://shopping.naver.com/detail/detail.nhn?nv_mid=9864532353&cat_id=50000151&frm=NVSHCHK&query=","999,000","1,179,790","39.62","인텔","코어 i7","CPU : i7-6700HQ(스카이레이크)","운영체제 : 미포함","SSD : 128GB","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.6GHz","메모리 타입 : DDR3L"
"엘지전자 울트라 PC 15UD470-GX3FK","엘지전자 울트라 PC 15UD470-GX3FK","http://shopping.naver.com/detail/detail.nhn?nv_mid=10715623220&cat_id=50000151&frm=NVSHCHK&query=","699,000","799,000","39.6","인텔","코어 i3","CPU : i3-7100U(카비레이크)","운영체제 : 미포함","null","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.4GHz","메모리 타입 : DDR4"
"엘지전자 울트라 PC 15UD470-GX5HK","엘지전자 울트라 PC 15UD470-GX5HK","http://shopping.naver.com/detail/detail.nhn?nv_mid=10701064749&cat_id=50000151&frm=NVSHCHK&query=","848,900","956,230","39.6","인텔","코어 i5","CPU : i5-7200U(카비레이크)","운영체제 : 미포함","null","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.5GHz","메모리 타입 : DDR4"
"엘지전자 울트라 PC 15U560-TA50L","엘지전자 울트라 PC 15U560-TA50L","http://shopping.naver.com/detail/detail.nhn?nv_mid=10130314233&cat_id=50000151&frm=NVSHCHK&query=","1,017,900","1,187,310","39.6","인텔","코어 i5","CPU : i5-6200U(스카이레이크)","운영체제 : 윈도우10","null","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.3GHz","메모리 타입 : DDR3L"
"한성컴퓨터 P56 MGA770","한성컴퓨터 P56 MGA770","http://shopping.naver.com/detail/detail.nhn?nv_mid=9079449136&cat_id=50000151&frm=NVSHCHK&query=","569,000","605,310","15.6","인텔","코어 i5","CPU : i5-6300HQ(스카이레이크)","운영체제 : 미포함","null","메모리 용량 : 4GB","해상도 : 1920x1080","CPU속도 : 2.3GHz","메모리 타입 : DDR3L"
"삼성전자 노트북9 NT900X3K-K38","삼성전자 노트북9 NT900X3K-K38","http://shopping.naver.com/detail/detail.nhn?nv_mid=8370473356&cat_id=50000151&frm=NVSHCHK&query=","956,840","2,779,000","33.7","인텔","코어 i3","CPU : i3-5005U","운영체제 : 윈도우8.1","SSD : 128GB","메모리 용량 : 8GB","해상도 : 3200x1800","CPU속도 : 2.0GHz","메모리 타입 : DDR3L"
"에이서 ASPIRE E5-575 i3 Academy","에이서 ASPIRE E5-575 i3 Academy","http://shopping.naver.com/detail/detail.nhn?nv_mid=10700626817&cat_id=50000151&frm=NVSHCHK&query=","399,000","463,060","39.6","인텔","코어 i3","CPU : i3-6006U","운영체제 : 리눅스","null","메모리 용량 : 4GB","해상도 : 1920x1080","CPU속도 : 2.0GHz","메모리 타입 : DDR4"
"에이수스 GL502VM-FY029T","에이수스 GL502VM-FY029T","http://shopping.naver.com/detail/detail.nhn?nv_mid=10305242686&cat_id=50000151&frm=NVSHCHK&query=","1,698,000","1,980,000","39.6","인텔","코어 i7","CPU : i7-6700HQ(스카이레이크)","운영체제 : 윈도우10","null","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.6GHz","메모리 타입 : DDR4"
"삼성전자 노트북5 NT500R5L-Z54L","삼성전자 노트북5 NT500R5L-Z54L","http://shopping.naver.com/detail/detail.nhn?nv_mid=9750550712&cat_id=50000151&frm=NVSHCHK&query=","1,075,600","2,142,800","39.6","인텔","코어 i5","CPU : i5-6200U(스카이레이크)","운영체제 : 윈도우10","SSD : 128GB","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.3GHz","메모리 타입 : LPDDR4"
"삼성전자 노트북8 NT870Z5Z-XD8S","삼성전자 노트북8 NT870Z5Z-XD8S","http://shopping.naver.com/detail/detail.nhn?nv_mid=10010642815&cat_id=50000151&frm=NVSHCHK&query=","995,000","1,266,200","39.6","인텔","코어 i7","CPU : i7-4720HQ","운영체제 : 미포함","SSD : 256GB","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.6GHz","메모리 타입 : DDR3L"
"엘지전자 15ND365-KX50K","엘지전자 15ND365-KX50K","http://shopping.naver.com/detail/detail.nhn?nv_mid=9793605932&cat_id=50000151&frm=NVSHCHK&query=","772,000","1,051,830","39.6","인텔","코어 i5","CPU : i5-6200U(스카이레이크)","운영체제 : 미포함","SSD : 128GB","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.3GHz","메모리 타입 : DDR3L"
"삼성전자 노트북9 metal NT900X5L-K38PS","삼성전자 노트북9 metal NT900X5L-K38PS","http://shopping.naver.com/detail/detail.nhn?nv_mid=9258690240&cat_id=50000151&frm=NVSHCHK&query=","1,049,000","1,948,000","38.1","인텔","코어 i3","CPU : i3-6100U(스카이레이크)","운영체제 : 윈도우10","SSD : 128GB","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.3GHz","메모리 타입 : LPDDR3"
"MSI CX62-i5 6QD Runa","MSI CX62-i5 6QD Runa","http://shopping.naver.com/detail/detail.nhn?nv_mid=9363846774&cat_id=50000151&frm=NVSHCHK&query=","599,000","749,990","39.62","인텔","코어 i5","CPU : i5-6300HQ(스카이레이크)","운영체제 : 미포함","null","메모리 용량 : 4GB","해상도 : 1920x1080","CPU속도 : 2.3GHz","메모리 타입 : DDR4"
"삼성전자 노트북9 metal NT900X5M-K716","삼성전자 노트북9 metal NT900X5M-K716","http://shopping.naver.com/detail/detail.nhn?nv_mid=10266755895&cat_id=50000151&frm=NVSHCHK&query=","1,927,700","2,990,180","38.1","인텔","코어 i7","CPU : i7-7500U(카비레이크)","운영체제 : 윈도우10","SSD : 512GB","메모리 용량 : 16GB","해상도 : 1920x1080","CPU속도 : 2.7GHz","메모리 타입 : LPDDR3"
"엘지전자 13ZD940-GX70K","엘지전자 13ZD940-GX70K","http://shopping.naver.com/detail/detail.nhn?nv_mid=7383937994&cat_id=50000151&frm=NVSHCHK&query=","1,243,860","1,709,000","33.8","인텔","코어 i7","CPU : i7-4500U","운영체제 : 미포함","SSD : 256GB","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 1.8GHz","메모리 타입 : DDR3L"
"에이서 ASPIRE E5-575G ONETOP","에이서 ASPIRE E5-575G ONETOP","http://shopping.naver.com/detail/detail.nhn?nv_mid=9764735421&cat_id=50000151&frm=NVSHCHK&query=","599,000","null","39.6","인텔","코어 i5","CPU : i5-6200U(스카이레이크)","운영체제 : 미포함","null","메모리 용량 : 4GB","해상도 : 1920x1080","CPU속도 : 2.3GHz","메모리 타입 : DDR4"
"엘지전자 울트라 PC 15UD470-GX30K","엘지전자 울트라 PC 15UD470-GX30K","http://shopping.naver.com/detail/detail.nhn?nv_mid=10715633797&cat_id=50000151&frm=NVSHCHK&query=","618,900","838,000","39.6","인텔","코어 i3","CPU : i3-7100U(카비레이크)","운영체제 : 미포함","null","메모리 용량 : 8GB","해상도 : 1366x768","CPU속도 : 2.4GHz","메모리 타입 : DDR4"
"삼성전자 노트북9 metal NT900X3L-K38S","삼성전자 노트북9 metal NT900X3L-K38S","http://shopping.naver.com/detail/detail.nhn?nv_mid=9266326586&cat_id=50000151&frm=NVSHCHK&query=","1,109,000","2,140,720","33.7","인텔","코어 i3","CPU : i3-6100U(스카이레이크)","운영체제 : 윈도우10","SSD : 128GB","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.3GHz","메모리 타입 : LPDDR3"
"삼성전자 노트북9 metal NT900X5L-K79S","삼성전자 노트북9 metal NT900X5L-K79S","http://shopping.naver.com/detail/detail.nhn?nv_mid=9635801130&cat_id=50000151&frm=NVSHCHK&query=","1,596,600","2,191,500","38.1","인텔","코어 i7","CPU : i7-6500U(스카이레이크)","운영체제 : 윈도우10","SSD : 256GB","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.5GHz","메모리 타입 : LPDDR3"
"레노버 아이디어패드 510S-i5 Kaby","레노버 아이디어패드 510S-i5 Kaby","http://shopping.naver.com/detail/detail.nhn?nv_mid=10388868807&cat_id=50000151&frm=NVSHCHK&query=","778,900","893,000","33.8","인텔","코어 i5","CPU : i5-7200U(카비레이크)","운영체제 : 미포함","SSD : 256GB","메모리 용량 : 4GB","해상도 : 1920x1080","CPU속도 : 2.5GHz","메모리 타입 : DDR4L"
"삼성전자 노트북9 metal NT900X5P-KD5WS","삼성전자 노트북9 metal NT900X5P-KD5WS","http://shopping.naver.com/detail/detail.nhn?nv_mid=9773251225&cat_id=50000151&frm=NVSHCHK&query=","1,169,000","1,558,400","38.1","인텔","코어 i5","CPU : i5-6200U(스카이레이크)","운영체제 : 미포함","SSD : 256GB","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.3GHz","메모리 타입 : LPDDR3"
"엘지전자 울트라 PC 15UD560-GX3FK","엘지전자 울트라 PC 15UD560-GX3FK","http://shopping.naver.com/detail/detail.nhn?nv_mid=9334591511&cat_id=50000151&frm=NVSHCHK&query=","646,100","940,000","39.6","인텔","코어 i3","CPU : i3-6100U(스카이레이크)","운영체제 : 미포함","null","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.3GHz","메모리 타입 : DDR3L"
"애플 맥북프로 MD103KH/A","애플 맥북프로 MD103KH/A","http://shopping.naver.com/detail/detail.nhn?nv_mid=6463140066&cat_id=50000151&frm=NVSHCHK&query=","2,019,000","4,000,000","39.1","인텔","코어 i7","CPU : i7-3610QM","운영체제 : OSX Lion","null","메모리 용량 : 4GB","해상도 : 1440x900","CPU속도 : 2.3GHz","메모리 타입 : DDR3"
"삼성전자 아티브 NT270E5R-KD1S","삼성전자 아티브 NT270E5R-KD1S","http://shopping.naver.com/detail/detail.nhn?nv_mid=7532290387&cat_id=50000151&frm=NVSHCHK&query=","398,520","1,461,000","15.6","인텔","셀러론","CPU : 2957U","운영체제 : 미포함","null","메모리 용량 : 4GB","해상도 : 1366x768","CPU속도 : 1.4GHz","메모리 타입 : DDR3"
"한성컴퓨터 U35S ForceRecon 3354","한성컴퓨터 U35S ForceRecon 3354","http://shopping.naver.com/detail/detail.nhn?nv_mid=8367483168&cat_id=50000151&frm=NVSHCHK&query=","419,000","445,740","33.78","인텔","코어 i5","CPU : i5-5200U","운영체제 : 미포함","null","메모리 용량 : 4GB","해상도 : 1600x900","CPU속도 : 2.2GHz","메모리 타입 : DDR3L"
"애플 맥북프로 MLL42KH/A","애플 맥북프로 MLL42KH/A","http://shopping.naver.com/detail/detail.nhn?nv_mid=10578613511&cat_id=50000151&frm=NVSHCHK&query=","1,656,450","1,999,800","33.78","인텔","코어 i5","null","운영체제 : MAC OS","SSD : 256GB","메모리 용량 : 8GB","해상도 : 2560x1600","CPU속도 : 2.0GHz","메모리 타입 : LPDDR3"
"삼성전자 노트북3 NT300E5Q-KD5S","삼성전자 노트북3 NT300E5Q-KD5S","http://shopping.naver.com/detail/detail.nhn?nv_mid=10428781860&cat_id=50000151&frm=NVSHCHK&query=","578,000","934,070","39.6","인텔","코어 i5","CPU : i5-5200U","운영체제 : 미포함","null","메모리 용량 : 4GB","해상도 : 1366x768","CPU속도 : 2.2GHz","메모리 타입 : DDR3L"
"MSI CX62-i7 6QD Runa","MSI CX62-i7 6QD Runa","http://shopping.naver.com/detail/detail.nhn?nv_mid=9363770615&cat_id=50000151&frm=NVSHCHK&query=","749,000","null","39.62","인텔","코어 i7","CPU : i7-6700HQ(스카이레이크)","운영체제 : 미포함","null","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.6GHz","메모리 타입 : DDR4"
"레노버 싱크패드 X1 Carbon 20FB001QKR","레노버 싱크패드 X1 Carbon 20FB001QKR","http://shopping.naver.com/detail/detail.nhn?nv_mid=9745637115&cat_id=50000151&frm=NVSHCHK&query=","1,479,000","15,840,000","35.5","인텔","코어 i5","CPU : i5-6200U(스카이레이크)","운영체제 : 윈도우10","SSD : 192GB","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.3GHz","메모리 타입 : DDR3"
"삼성전자 노트북9 Lite NT910S3L-K58S","삼성전자 노트북9 Lite NT910S3L-K58S","http://shopping.naver.com/detail/detail.nhn?nv_mid=9303716803&cat_id=50000151&frm=NVSHCHK&query=","998,000","2,045,400","33.7","인텔","코어 i5","CPU : i5-6200U(스카이레이크)","운영체제 : 윈도우10","SSD : 256GB","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.3GHz","메모리 타입 : LPDDR3"
"엘지전자 울트라 PC 그램 14Z950-GT50K","엘지전자 울트라 PC 그램 14Z950-GT50K","http://shopping.naver.com/detail/detail.nhn?nv_mid=8200622501&cat_id=50000151&frm=NVSHCHK&query=","1,110,790","1,558,500","35.56","인텔","코어 i5","CPU : i5-5200U","운영체제 : 윈도우8.1","SSD : 128GB","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.2GHz","메모리 타입 : DDR3L"
"HP 파빌리온 15-AU015TX","HP 파빌리온 15-AU015TX","http://shopping.naver.com/detail/detail.nhn?nv_mid=10062850928&cat_id=50000151&frm=NVSHCHK&query=","698,000","876,600","39.6","인텔","코어 i5","CPU : i5-6200U(스카이레이크)","운영체제 : 미포함","null","메모리 용량 : 4GB","해상도 : 1920x1080","CPU속도 : 2.3GHz","메모리 타입 : DDR4"
"엘지전자 탭북 듀오 10T360-B86BK","엘지전자 탭북 듀오 10T360-B86BK","http://shopping.naver.com/detail/detail.nhn?nv_mid=9338067897&cat_id=50000151&frm=NVSHCHK&query=","398,990","1,628,890","10.1","인텔","아톰","CPU : Z3735F","운영체제 : 윈도우10","null","메모리 용량 : 2GB","해상도 : 1280x800","CPU속도 : 1.33GHz","메모리 타입 : DDR3L"
"애플 맥북 MLHA2KH/A","애플 맥북 MLHA2KH/A","http://shopping.naver.com/detail/detail.nhn?nv_mid=9848267906&cat_id=50000151&frm=NVSHCHK&query=","1,333,700","1,655,400","30.48","인텔","코어M","null","운영체제 : Mac OS X E1 Capitan","SSD : 256GB","메모리 용량 : 8GB","해상도 : 2304x1440","CPU속도 : 1.1GHz","메모리 타입 : LPDDR3"
"엘지전자 울트라 PC 13U360-EUTCK","엘지전자 울트라 PC 13U360-EUTCK","http://shopping.naver.com/detail/detail.nhn?nv_mid=9947270659&cat_id=50000151&frm=NVSHCHK&query=","399,000","538,630","33.7","인텔","셀러론 쿼드코어","CPU : N3150","운영체제 : 윈도우10","null","메모리 용량 : 2GB","해상도 : 1366x768","CPU속도 : 1.6GHz","메모리 타입 : DDR3L"
"HP 13-c110TU","HP 13-c110TU","http://shopping.naver.com/detail/detail.nhn?nv_mid=9522043526&cat_id=50000151&frm=NVSHCHK&query=","248,000","335,430","33.8","인텔","셀러론 듀얼코어","CPU : N2840","운영체제 : 윈도우10","null","메모리 용량 : 2GB","해상도 : 1366x768","CPU속도 : 2.16GHz","메모리 타입 : DDR3"
"삼성전자 노트북5 NT500R5Q-KD7S","삼성전자 노트북5 NT500R5Q-KD7S","http://shopping.naver.com/detail/detail.nhn?nv_mid=8722627701&cat_id=50000151&frm=NVSHCHK&query=","774,000","1,461,980","39.6","인텔","코어 i7","CPU : i7-5500U","운영체제 : 미포함","SSD : 128GB","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.4GHz","메모리 타입 : DDR3L"
"삼성전자 노트북5 NT500R5S-LD5S","삼성전자 노트북5 NT500R5S-LD5S","http://shopping.naver.com/detail/detail.nhn?nv_mid=8832667316&cat_id=50000151&frm=NVSHCHK&query=","787,000","1,315,770","39.6","인텔","코어 i5","CPU : i5-5200U","운영체제 : 미포함","SSD : 128GB","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.2GHz","메모리 타입 : LPDDR3"
"HP 15-AC624TX","HP 15-AC624TX","http://shopping.naver.com/detail/detail.nhn?nv_mid=9405710672&cat_id=50000151&frm=NVSHCHK&query=","578,000","737,920","15.6","인텔","코어 i5","CPU : i5-6200U(스카이레이크)","운영체제 : 미포함","null","메모리 용량 : 4GB","해상도 : 1920x1080","CPU속도 : 2.3GHz","메모리 타입 : DDR3L"
"삼성전자 노트북5 NT500R5H-L58S","삼성전자 노트북5 NT500R5H-L58S","http://shopping.naver.com/detail/detail.nhn?nv_mid=8714860113&cat_id=50000151&frm=NVSHCHK&query=","944,300","1,967,990","39.62","인텔","코어 i5","CPU : i5-5200U","운영체제 : 윈도우10","SSD : 128GB","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.2GHz","메모리 타입 : DDR3"
"어로스 X7 DT V6","어로스 X7 DT V6","http://shopping.naver.com/detail/detail.nhn?nv_mid=10650343979&cat_id=50000151&frm=NVSHCHK&query=","4,002,600","4,420,000","43.94","인텔","코어 i7","CPU : i7-6820HK(스카이레이크)","운영체제 : 윈도우10","null","메모리 용량 : 32GB","해상도 : 2560x1440","CPU속도 : 2.7GHz","메모리 타입 : DDR4"
"삼성전자 노트북5 NT500R5L-Y54L","삼성전자 노트북5 NT500R5L-Y54L","http://shopping.naver.com/detail/detail.nhn?nv_mid=9303718649&cat_id=50000151&frm=NVSHCHK&query=","1,090,220","1,948,000","39.6","인텔","코어 i5","CPU : i5-6200U(스카이레이크)","운영체제 : 윈도우10","SSD : 128GB","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.3GHz","메모리 타입 : LPDDR3"
"삼성전자 노트북9 metal NT900X5M-K58WS","삼성전자 노트북9 metal NT900X5M-K58WS","http://shopping.naver.com/detail/detail.nhn?nv_mid=10279594138&cat_id=50000151&frm=NVSHCHK&query=","1,399,000","1,925,270","38.1","인텔","코어 i5","CPU : i5-7200U(카비레이크)","운영체제 : 윈도우10","SSD : 256GB","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.5GHz","메모리 타입 : LPDDR3"
"레노버 씽크패드 P70 20ESA020KR 무료배송","레노버 씽크패드 P70 20ESA020KR 무료배송","http://cr2.shopping.naver.com/adcrNoti.nhn?x=cOhe0%2BjbmS0Md%2BWSKg%2B%2BXf%2F%2F%2Fw%3D%3DsgVDDUf7YhQcgP%2FPf77aEztU%2FzgK%2FFKEV5GuxKHRKC%2BuO%2FS7L4Ffp1ncDoKNI4eq8TFoxZFOmcVfSqW7BBaS2Vt1FFEFyK6SxU0SaKsbtyq27OD6vSdpfog6owaKAMLN1i4UzMnbrLU1OQvqO0UsYJt66EZ80PaItts2tPWaYP%2Bxt4coZUgTM2I39MFP7Yq%2Bnbu0DPcdqz%2FzKAXyKWO5LMJ%2BlAisbXZEJbua01XCQIQjRzKO8nRyxLaaypbSffhgJw0L4KaCQF5zGsbuPVBRHIWkgJ7HGuMl%2BBCbLzgNYb9lCJZS7zsuqwWNvjzTMrzJudVW9V8ypow%2BiHWq7GqHLdKxGlHF9I4E3irLR6KPInsBSldTEY5iftZBifDgYPKeQo6zCya7N%2B77Piscq9H5JIsfaDjCW6HUREq33zSyI9skt5nuFUk5M%2FFdeSrjQNKnZlmlwXCunXer1oyhKsjFo2Kcv%2F26%2FFAybzRHUNjtd6Ut5i%2FkB%2Fty7lB8Zm8aRgzcJgZrz9LPIMKVNq9%2BLEm%2BpmirmwzvkoelVKLKwMGYtPsbAafyc7BcfcYtucgJ08tkX83VTydpcjqb20X%2FRUtYnmtHi%2FBHct77jfTvGuqKxCsVKATXNdp%2Fow7q4qVD3a2N%2B%2BT1E26kEiIY%2Bz96Ijbue8Q%3D%3D&nv_mid=10737436197&cat_id=50000151","6,559,300","null","null","null","null","null","null","null","null","null","null","null"
"엘지전자 울트라 PC 15UD560-KX7DK","엘지전자 울트라 PC 15UD560-KX7DK","http://shopping.naver.com/detail/detail.nhn?nv_mid=9334383634&cat_id=50000151&frm=NVSHCHK&query=","1,098,000","1,350,000","39.6","인텔","코어 i7","CPU : i7-6500U(스카이레이크)","운영체제 : 미포함","null","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.5GHz","메모리 타입 : DDR3L"
"기가바이트 P34K V5 7S11VFLD","기가바이트 P34K V5 7S11VFLD","http://shopping.naver.com/detail/detail.nhn?nv_mid=9265883317&cat_id=50000151&frm=NVSHCHK&query=","1,403,480","1,519,440","35.56","인텔","코어 i7","CPU : i7-6700HQ(스카이레이크)","운영체제 : 미포함","null","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.6GHz","메모리 타입 : DDR4"
"삼성전자 노트북9 metal NT900X5L-KWSE","삼성전자 노트북9 metal NT900X5L-KWSE","http://shopping.naver.com/detail/detail.nhn?nv_mid=9635782072&cat_id=50000151&frm=NVSHCHK&query=","1,751,070","2,700,000","15","인텔","코어 i7","CPU : i7-6500U(스카이레이크)","운영체제 : 윈도우10","SSD : 512GB","메모리 용량 : 16GB","해상도 : 1920x1080","CPU속도 : 2.5GHz","메모리 타입 : LPDDR3"
"애플 맥북프로 ME865KH/A","애플 맥북프로 ME865KH/A","http://shopping.naver.com/detail/detail.nhn?nv_mid=7292620501&cat_id=50000151&frm=NVSHCHK&query=","1,759,100","2,699,980","33.8","인텔","코어 i5","CPU : i5-4258U","운영체제 : Mac OS X Mavericks","SSD : 256GB","메모리 용량 : 8GB","해상도 : 2560x1600","CPU속도 : 2.4GHz","메모리 타입 : DDR3L"
"삼성전자 노트북9 Always NT900X5N-K78S","삼성전자 노트북9 Always NT900X5N-K78S","http://shopping.naver.com/detail/detail.nhn?nv_mid=10829124972&cat_id=50000151&frm=NVSHCHK&query=","1,779,000","4,700,000","38.1","인텔","코어 i7","CPU : i7-7500U(카비레이크)","운영체제 : 윈도우10","SSD : 256GB","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.7GHz","메모리 타입 : DDR4"
"엘지전자 그램 PC 14Z960-GR30K","엘지전자 그램 PC 14Z960-GR30K","http://shopping.naver.com/detail/detail.nhn?nv_mid=9379441046&cat_id=50000151&frm=NVSHCHK&query=","1,029,380","2,177,870","35.56","인텔","코어 i3","CPU : i3-6100U(스카이레이크)","운영체제 : 윈도우10","SSD : 128GB","메모리 용량 : 4GB","해상도 : 1920x1080","CPU속도 : 2.3GHz","메모리 타입 : DDR3L"
"애플 맥북프로 MF839KH/A","애플 맥북프로 MF839KH/A","http://shopping.naver.com/detail/detail.nhn?nv_mid=8549544378&cat_id=50000151&frm=NVSHCHK&query=","1,294,940","2,849,830","33.78","인텔","코어 i5","null","운영체제 : Mac OS X Mavericks","SSD : 128GB","메모리 용량 : 8GB","해상도 : 2560x1600","CPU속도 : 2.7GHz","메모리 타입 : LPDDR3"
"삼성전자 노트북2 NT270E5K-K25WL","삼성전자 노트북2 NT270E5K-K25WL","http://shopping.naver.com/detail/detail.nhn?nv_mid=9273888833&cat_id=50000151&frm=NVSHCHK&query=","540,150","974,000","39.6","인텔","펜티엄 듀얼-코어","CPU : 3825U","운영체제 : 윈도우10","SSD : 128GB","메모리 용량 : 4GB","해상도 : 1366x768","CPU속도 : 1.9GHz","메모리 타입 : LPDDR3"
"기가바이트 P15F R5 Dual Lite","기가바이트 P15F R5 Dual Lite","http://shopping.naver.com/detail/detail.nhn?nv_mid=10200956796&cat_id=50000151&frm=NVSHCHK&query=","993,260","1,095,000","39.62","인텔","코어 i7","CPU : i7-6700HQ(스카이레이크)","운영체제 : 미포함","null","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.6GHz","메모리 타입 : DDR4L"
"삼성전자 노트북9 Style NT910S5P-KD5S","삼성전자 노트북9 Style NT910S5P-KD5S","http://shopping.naver.com/detail/detail.nhn?nv_mid=9740644880&cat_id=50000151&frm=NVSHCHK&query=","699,000","1,002,250","39.6","인텔","코어 i5","CPU : i5-5200U","운영체제 : 미포함","SSD : 128GB","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.2GHz","메모리 타입 : LPDDR3"
"엘지전자 그램 PC 14ZD960-GX36K","엘지전자 그램 PC 14ZD960-GX36K","http://shopping.naver.com/detail/detail.nhn?nv_mid=9658207815&cat_id=50000151&frm=NVSHCHK&query=","948,900","1,491,050","35.5","인텔","코어 i3","CPU : i3-6100U(스카이레이크)","운영체제 : 미포함","SSD : 256GB","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.3GHz","메모리 타입 : DDR3L"
"레노버 싱크패드 W540 20BG003JKR","레노버 싱크패드 W540 20BG003JKR","http://shopping.naver.com/detail/detail.nhn?nv_mid=7924931431&cat_id=50000151&frm=NVSHCHK&query=","3,288,000","4,373,260","39.4","인텔","코어 i7","CPU : i7-4810MQ","운영체제 : 윈도우8.1","SSD : 512GB","메모리 용량 : 16GB","해상도 : 2880x1620","CPU속도 : 2.8GHz","메모리 타입 : DDR3"
"한성컴퓨터 A36X FORCERECON 4457SE","한성컴퓨터 A36X FORCERECON 4457SE","http://shopping.naver.com/detail/detail.nhn?nv_mid=8882235342&cat_id=50000151&frm=NVSHCHK&query=","569,000","605,310","33.78","인텔","코어 i5","CPU : i5-6200U(스카이레이크)","운영체제 : 미포함","null","메모리 용량 : 4GB","해상도 : 1920x1080","CPU속도 : 2.3GHz","메모리 타입 : DDR3L"
