name,url,url-href,price_min,price_max,screen_size_cm,chipset,series,cpu,operating_system,ssd,memory,resolution,cpu_speed,memory_type
"에이수스 G752VY-GC293T","에이수스 G752VY-GC293T","http://shopping.naver.com/detail/detail.nhn?nv_mid=9384895253&cat_id=50000151&frm=NVSHCHK&query=","2,354,420","2,912,260","43.94","인텔","코어 i7","CPU : i7-6700HQ(스카이레이크)","운영체제 : 윈도우10","null","메모리 용량 : 16GB","해상도 : 1920x1080","CPU속도 : 2.6GHz","메모리 타입 : DDR4"
"기가바이트 P15F V5 7S11IFND","기가바이트 P15F V5 7S11IFND","http://shopping.naver.com/detail/detail.nhn?nv_mid=9379528634&cat_id=50000151&frm=NVSHCHK&query=","993,250","1,095,750","39.62","인텔","코어 i7","CPU : i7-6700HQ(스카이레이크)","운영체제 : 미포함","null","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.6GHz","메모리 타입 : DDR3L"
"HP 15-AF110AX","HP 15-AF110AX","http://shopping.naver.com/detail/detail.nhn?nv_mid=9669269576&cat_id=50000151&frm=NVSHCHK&query=","399,000","568,000","null","null","null","null","null","null","null","null","null","null"
"삼성전자 노트북9 metal NT900X3L-K58WS","삼성전자 노트북9 metal NT900X3L-K58WS","http://shopping.naver.com/detail/detail.nhn?nv_mid=9535900657&cat_id=50000151&frm=NVSHCHK&query=","1,238,920","1,743,460","33.78","인텔","코어 i5","CPU : i5-6200U(스카이레이크)","운영체제 : 윈도우10","SSD : 256GB","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.3GHz","메모리 타입 : LPDDR3"
"엘지전자 PC그램 15Z960-GR30K","엘지전자 PC그램 15Z960-GR30K","http://shopping.naver.com/detail/detail.nhn?nv_mid=9303881395&cat_id=50000151&frm=NVSHCHK&query=","1,085,900","1,598,000","39.62","인텔","코어 i3","CPU : i3-6100U(스카이레이크)","운영체제 : 윈도우10","null","메모리 용량 : 4GB","해상도 : 1920x1080","CPU속도 : 2.3GHz","메모리 타입 : DDR3L"
"애플 맥북에어 MD760KH/A","애플 맥북에어 MD760KH/A","http://shopping.naver.com/detail/detail.nhn?nv_mid=6966822709&cat_id=50000151&frm=NVSHCHK&query=","838,000","5,862,190","13.3","인텔","코어 i5","CPU : i5-4250U","null","SSD : 128GB","메모리 용량 : 4GB","해상도 : 1400x900","CPU속도 : 1.3GHz","메모리 타입 : LPDDR3"
"애플 맥북프로 MLUQ2KH/A","애플 맥북프로 MLUQ2KH/A","http://shopping.naver.com/detail/detail.nhn?nv_mid=10583313624&cat_id=50000151&frm=NVSHCHK&query=","1,659,400","1,990,000","33.78","인텔","코어 i5","null","운영체제 : MAC OS","SSD : 256GB","메모리 용량 : 8GB","해상도 : 2560x1600","CPU속도 : 2.0GHz","메모리 타입 : LPDDR3"
"엘지전자 울트라 PC 그램 13Z940-GT50K","엘지전자 울트라 PC 그램 13Z940-GT50K","http://shopping.naver.com/detail/detail.nhn?nv_mid=7608179947&cat_id=50000151&frm=NVSHCHK&query=","1,135,210","1,617,000","33.8","인텔","코어 i5","CPU : i5-4200U","운영체제 : 윈도우8.1","SSD : 128GB","메모리 용량 : 4GB","해상도 : 1920x1080","CPU속도 : 1.6GHz","메모리 타입 : DDR3L"
"애플 맥북프로 MGX92KH/A","애플 맥북프로 MGX92KH/A","http://shopping.naver.com/detail/detail.nhn?nv_mid=7884692184&cat_id=50000151&frm=NVSHCHK&query=","1,826,400","3,499,900","33.8","인텔","코어 i5","null","운영체제 : Mac OS X Mavericks","SSD : 512GB","메모리 용량 : 8GB","해상도 : 2560x1600","CPU속도 : 2.8GHz","메모리 타입 : DDR3L"
"삼성전자 노트북5 NT500R5H-K10","삼성전자 노트북5 NT500R5H-K10","http://shopping.naver.com/detail/detail.nhn?nv_mid=9303668297&cat_id=50000151&frm=NVSHCHK&query=","598,900","1,850,600","15.6","인텔","셀러론","CPU : 3205U","운영체제 : 윈도우10","null","메모리 용량 : 4GB","해상도 : 1366x768","CPU속도 : 1.5GHz","메모리 타입 : LPDDR3"
"한성컴퓨터 X76KS BossMonster Lv.65S2EH MUXED","한성컴퓨터 X76KS BossMonster Lv.65S2EH MUXED","http://shopping.naver.com/detail/detail.nhn?nv_mid=10016900998&cat_id=50000151&frm=NVSHCHK&query=","1,159,000","1,232,970","43.94","인텔","코어 i7","CPU : i7-6700HQ(스카이레이크)","운영체제 : 미포함","null","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.6GHz","메모리 타입 : DDR4"
"삼성전자 노트북5 NT500R5L-Z77L","삼성전자 노트북5 NT500R5L-Z77L","http://shopping.naver.com/detail/detail.nhn?nv_mid=9745406584&cat_id=50000151&frm=NVSHCHK&query=","1,297,300","2,266,350","39.6","인텔","코어 i7","CPU : i7-6500U(스카이레이크)","운영체제 : 윈도우10","SSD : 128GB","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.5GHz","메모리 타입 : DDR4"
"엘지전자 울트라 PC 15UD560-GX30K","엘지전자 울트라 PC 15UD560-GX30K","http://shopping.naver.com/detail/detail.nhn?nv_mid=9334601114&cat_id=50000151&frm=NVSHCHK&query=","566,790","1,150,540","39.62","인텔","코어 i3","CPU : i3-6100U(스카이레이크)","운영체제 : 미포함","null","메모리 용량 : 4GB","해상도 : 1366x768","CPU속도 : 2.3GHz","메모리 타입 : DDR3L"
"한성컴퓨터 B35 ForceRecon 3327S","한성컴퓨터 B35 ForceRecon 3327S","http://shopping.naver.com/detail/detail.nhn?nv_mid=9210683011&cat_id=50000151&frm=NVSHCHK&query=","339,000","360,630","33.78","인텔","펜티엄","CPU : N3700","운영체제 : 미포함","null","메모리 용량 : 4GB","해상도 : 1920x1080","CPU속도 : 1.6GHz","메모리 타입 : DDR3L"
"레노버 아이디어패드 100-14 80MH005RKR","레노버 아이디어패드 100-14 80MH005RKR","http://shopping.naver.com/detail/detail.nhn?nv_mid=8771306692&cat_id=50000151&frm=NVSHCHK&query=","289,000","319,490","35.5","인텔","셀러론","CPU : N2940","운영체제 : 미포함","null","메모리 용량 : 4GB","해상도 : 1366x768","CPU속도 : 1.83GHz","메모리 타입 : DDR3L"
"삼성전자 노트북5 NT500R5P-MD3S","삼성전자 노트북5 NT500R5P-MD3S","http://shopping.naver.com/detail/detail.nhn?nv_mid=9907392819&cat_id=50000151&frm=NVSHCHK&query=","654,980","1,461,000","39.6","인텔","코어 i3","CPU : i3-6100U(스카이레이크)","운영체제 : 미포함","SSD : 128GB","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.3GHz","메모리 타입 : DDR4"
"MSI GS40-6QE Phantom","MSI GS40-6QE Phantom","http://shopping.naver.com/detail/detail.nhn?nv_mid=9027642657&cat_id=50000151&frm=NVSHCHK&query=","1,159,000","1,588,000","35.6","인텔","코어 i7","CPU : i7-6700HQ(스카이레이크)","운영체제 : 미포함","null","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.6GHz","메모리 타입 : DDR4"
"기가바이트 P35X v6 Dual 256 UHD WIN10","기가바이트 P35X v6 Dual 256 UHD WIN10","http://shopping.naver.com/detail/detail.nhn?nv_mid=10246222461&cat_id=50000151&frm=NVSHCHK&query=","2,268,870","2,736,000","39.62","인텔","코어 i7","CPU : i7-6700HQ(스카이레이크)","운영체제 : 윈도우10","null","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.6GHz","메모리 타입 : DDR4"
"삼성전자 노트북9 metal NT900X3L-K58S","삼성전자 노트북9 metal NT900X3L-K58S","http://shopping.naver.com/detail/detail.nhn?nv_mid=9258243738&cat_id=50000151&frm=NVSHCHK&query=","1,218,480","1,948,000","33.7","인텔","코어 i5","CPU : i5-6200U(스카이레이크)","운영체제 : 윈도우10","SSD : 256GB","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.3GHz","메모리 타입 : LPDDR3"
"한성컴퓨터 U57 ForceRecon 5757S2","한성컴퓨터 U57 ForceRecon 5757S2","http://shopping.naver.com/detail/detail.nhn?nv_mid=10687441128&cat_id=50000151&frm=NVSHCHK&query=","679,000","722,340","39.62","인텔","코어 i5","CPU : i5-7200U(카비레이크)","운영체제 : 미포함","null","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.5GHz","메모리 타입 : DDR4"
"애플 맥북프로 MF841KH/A","애플 맥북프로 MF841KH/A","http://shopping.naver.com/detail/detail.nhn?nv_mid=8549529350&cat_id=50000151&frm=NVSHCHK&query=","1,818,900","3,075,770","33.78","인텔","코어 i5","null","운영체제 : Mac OS X Mavericks","SSD : 512GB","메모리 용량 : 8GB","해상도 : 2560x1600","CPU속도 : 2.9GHz","메모리 타입 : LPDDR3"
"에이수스 GL553VW-FY060D","에이수스 GL553VW-FY060D","http://shopping.naver.com/detail/detail.nhn?nv_mid=10432263636&cat_id=50000151&frm=NVSHCHK&query=","1,079,000","1,318,000","39.62","인텔","코어 i7","CPU : i7-6700HQ(스카이레이크)","운영체제 : 미포함","null","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.6GHz","메모리 타입 : DDR4"
"애플 맥북에어 MD760KH/B","애플 맥북에어 MD760KH/B","http://shopping.naver.com/detail/detail.nhn?nv_mid=7657452754&cat_id=50000151&frm=NVSHCHK&query=","888,000","3,896,000","33.8","인텔","코어 i5","CPU : i5-4260U","null","SSD : 128GB","메모리 용량 : 4GB","해상도 : 1440x900","CPU속도 : 1.4GHz","메모리 타입 : DDR3"
"삼성전자 노트북9 Lite NT910S3Q-M58S","삼성전자 노트북9 Lite NT910S3Q-M58S","http://shopping.naver.com/detail/detail.nhn?nv_mid=10047210306&cat_id=50000151&frm=NVSHCHK&query=","798,000","1,217,500","33.7","인텔","코어 i5","CPU : i5-6200U(스카이레이크)","운영체제 : 미포함","SSD : 128GB","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.3GHz","메모리 타입 : DDR4"
"애플 맥북 MMGL2KH/A","애플 맥북 MMGL2KH/A","http://shopping.naver.com/detail/detail.nhn?nv_mid=9848311263&cat_id=50000151&frm=NVSHCHK&query=","1,355,600","1,590,000","30.48","인텔","코어M","null","운영체제 : Mac OS X E1 Capitan","SSD : 256GB","메모리 용량 : 8GB","해상도 : 2304x1440","CPU속도 : 1.1GHz","메모리 타입 : LPDDR3"
"애플 맥북프로 MGXA2KH/A","애플 맥북프로 MGXA2KH/A","http://shopping.naver.com/detail/detail.nhn?nv_mid=7884691723&cat_id=50000151&frm=NVSHCHK&query=","2,044,900","3,588,250","15.4","인텔","코어 i7","null","운영체제 : Mac OS X Mavericks","SSD : 256GB","메모리 용량 : 16GB","해상도 : 2880x1800","CPU속도 : 2.2GHz","메모리 타입 : DDR3L"
"NEXTBOOK W11S","NEXTBOOK W11S","http://shopping.naver.com/detail/detail.nhn?nv_mid=9333970715&cat_id=50000151&frm=NVSHCHK&query=","259,960","329,270","29.46","인텔","아톰","CPU : Z3735F","운영체제 : 윈도우10","null","메모리 용량 : 2GB","해상도 : 1366x768","CPU속도 : 1.33GHz","메모리 타입 : DDR3L"
"기가바이트 P17F R5 DUAL WIN10","기가바이트 P17F R5 DUAL WIN10","http://shopping.naver.com/detail/detail.nhn?nv_mid=10246118154&cat_id=50000151&frm=NVSHCHK&query=","1,208,380","1,342,000","43.94","인텔","코어 i7","CPU : i7-6700HQ(스카이레이크)","운영체제 : 윈도우10","null","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.6GHz","메모리 타입 : DDR4"
"삼성전자 노트북9 metal NT900X5M-K78S","삼성전자 노트북9 metal NT900X5M-K78S","http://shopping.naver.com/detail/detail.nhn?nv_mid=10267100328&cat_id=50000151&frm=NVSHCHK&query=","1,599,000","18,138,290","38.1","인텔","코어 i7","CPU : i7-7500U(카비레이크)","운영체제 : 윈도우10","SSD : 256GB","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.7GHz","메모리 타입 : LPDDR3"
"삼성전자 노트북5 NT500R5L-L54S","삼성전자 노트북5 NT500R5L-L54S","http://shopping.naver.com/detail/detail.nhn?nv_mid=9283784950&cat_id=50000151&frm=NVSHCHK&query=","949,000","1,948,000","39.6","인텔","코어 i5","CPU : i5-6200U(스카이레이크)","운영체제 : 윈도우10","SSD : 128GB","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.3GHz","메모리 타입 : LPDDR3"
"삼성전자 노트북9 metal NT900X5L-K716","삼성전자 노트북9 metal NT900X5L-K716","http://shopping.naver.com/detail/detail.nhn?nv_mid=9469446779&cat_id=50000151&frm=NVSHCHK&query=","1,819,250","3,039,000","38.1","인텔","코어 i7","CPU : i7-6500U(스카이레이크)","운영체제 : 윈도우10","SSD : 512GB","메모리 용량 : 16GB","해상도 : 1920x1080","CPU속도 : 2.5GHz","메모리 타입 : LPDDR3"
"삼성전자 노트북3 NT300E5K-L24WS","삼성전자 노트북3 NT300E5K-L24WS","http://shopping.naver.com/detail/detail.nhn?nv_mid=10542121580&cat_id=50000151&frm=NVSHCHK&query=","549,000","790,000","39.6","인텔","펜티엄 듀얼-코어","CPU : 3825U","운영체제 : 윈도우10","SSD : 128GB","메모리 용량 : 4GB","해상도 : 1920x1080","CPU속도 : 1.9GHz","메모리 타입 : DDR3L"
"엘지전자 울트라 PC 15UD760-GX30K","엘지전자 울트라 PC 15UD760-GX30K","http://shopping.naver.com/detail/detail.nhn?nv_mid=9293229676&cat_id=50000151&frm=NVSHCHK&query=","709,520","1,079,620","39.62","인텔","코어 i3","CPU : i3-5005U","운영체제 : 미포함","SSD : 180GB","메모리 용량 : 4GB","해상도 : 1920x1080","CPU속도 : 2.0GHz","메모리 타입 : DDR3L"
"레노버 싱크패드 E465 20EXA00LKD","레노버 싱크패드 E465 20EXA00LKD","http://shopping.naver.com/detail/detail.nhn?nv_mid=9411080791&cat_id=50000151&frm=NVSHCHK&query=","549,000","714,860","35.56","AMD","AMD A10","null","운영체제 : 미포함","SSD : 192GB","메모리 용량 : 4GB","해상도 : 1920x1080","CPU속도 : 1.8GHz","null"
"삼성전자 노트북9 metal NT900X5L-K24W","삼성전자 노트북9 metal NT900X5L-K24W","http://shopping.naver.com/detail/detail.nhn?nv_mid=9641479445&cat_id=50000151&frm=NVSHCHK&query=","847,700","2,000,000","15","인텔","펜티엄 듀얼-코어","CPU : 4405U","운영체제 : 윈도우10","SSD : 128GB","메모리 용량 : 4GB","해상도 : 1920x1080","CPU속도 : 2.1GHz","메모리 타입 : LPDDR3"
"삼성전자 노트북3 NT300E5K-K24S","삼성전자 노트북3 NT300E5K-K24S","http://shopping.naver.com/detail/detail.nhn?nv_mid=10245504319&cat_id=50000151&frm=NVSHCHK&query=","499,500","759,720","39.6","인텔","펜티엄 듀얼-코어","CPU : 3825U","운영체제 : 윈도우10","SSD : 128GB","메모리 용량 : 4GB","해상도 : 1366x768","CPU속도 : 1.9GHz","메모리 타입 : DDR3L"
"기가바이트 P15F R5 Dual WIN10","기가바이트 P15F R5 Dual WIN10","http://shopping.naver.com/detail/detail.nhn?nv_mid=10200839521&cat_id=50000151&frm=NVSHCHK&query=","1,102,220","1,215,000","39.62","인텔","코어 i7","CPU : i7-6700HQ(스카이레이크)","운영체제 : 윈도우10","null","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.6GHz","메모리 타입 : DDR4L"
"엘지전자 그램 PC 14ZD960-GX3DK","엘지전자 그램 PC 14ZD960-GX3DK","http://shopping.naver.com/detail/detail.nhn?nv_mid=9839396077&cat_id=50000151&frm=NVSHCHK&query=","1,013,800","1,199,000","35.5","인텔","코어 i3","CPU : i3-6100U(스카이레이크)","운영체제 : 미포함","SSD : 256GB","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.3GHz","메모리 타입 : DDR3L"
"애플 맥북에어 MD224KH/A","애플 맥북에어 MD224KH/A","http://shopping.naver.com/detail/detail.nhn?nv_mid=6463688405&cat_id=50000151&frm=NVSHCHK&query=","1,266,200","2,435,000","29.5","인텔","코어 i5","CPU : i5-3317U","운영체제 : OSX Lion","SSD : 128GB","메모리 용량 : 4GB","해상도 : 1366x768","CPU속도 : 1.7GHz","메모리 타입 : DDR3"
"삼성전자 노트북9 metal NT900X3L-K39L","삼성전자 노트북9 metal NT900X3L-K39L","http://shopping.naver.com/detail/detail.nhn?nv_mid=10067739479&cat_id=50000151&frm=NVSHCHK&query=","1,157,020","1,412,300","33.7","인텔","코어 i3","CPU : i3-6100U(스카이레이크)","운영체제 : 윈도우10","SSD : 256GB","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.3GHz","메모리 타입 : LPDDR3"
"엘지전자 올데이 그램 15ZD970-GX55K","엘지전자 올데이 그램 15ZD970-GX55K","http://shopping.naver.com/detail/detail.nhn?nv_mid=10841913712&cat_id=50000151&frm=NVSHCHK&query=","1,479,000","null","39.6","인텔","코어 i5","CPU : i5-7200U(카비레이크)","운영체제 : 미포함","null","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.5GHz","메모리 타입 : DDR4"
"레노버 700-i7 Quad","레노버 700-i7 Quad","http://shopping.naver.com/detail/detail.nhn?nv_mid=9279081046&cat_id=50000151&frm=NVSHCHK&query=","899,000","1,112,450","39.6","인텔","코어 i7","CPU : i7-6700HQ(스카이레이크)","운영체제 : 미포함","null","메모리 용량 : 4GB","해상도 : 1920x1080","CPU속도 : 2.6GHz","메모리 타입 : DDR4L"
"레노버 아이디어패드 SlightBook 100s-14 80R9003SKR","레노버 아이디어패드 SlightBook 100s-14 80R9003SKR","http://shopping.naver.com/detail/detail.nhn?nv_mid=9153019145&cat_id=50000151&frm=NVSHCHK&query=","269,000","360,000","35.56","인텔","셀러론 듀얼코어","CPU : N3050","운영체제 : 윈도우10","SSD : 32GB","메모리 용량 : 2GB","해상도 : 1366x768","CPU속도 : 1.6GHz","메모리 타입 : DDR3L"
"삼성전자 노트북5 NT550P7C-S59","삼성전자 노트북5 NT550P7C-S59","http://shopping.naver.com/detail/detail.nhn?nv_mid=8069911252&cat_id=50000151&frm=NVSHCHK&query=","875,000","2,693,700","43.9","인텔","코어 i5","CPU : i5-3230M","운영체제 : 윈도우8.1","null","메모리 용량 : 8GB","해상도 : 1600x900","CPU속도 : 2.6GHz","메모리 타입 : DDR3"
"HP 스트림 11-y015TU","HP 스트림 11-y015TU","http://shopping.naver.com/detail/detail.nhn?nv_mid=10614094038&cat_id=50000151&frm=NVSHCHK&query=","239,000","249,000","29.5","인텔","셀러론","CPU : N3060","운영체제 : 윈도우10","null","메모리 용량 : 2GB","해상도 : 1366x768","CPU속도 : 1.6GHz","메모리 타입 : DDR3L"
"HP 15 노트북 모음전 듀얼/쿼드/15인치/17인치/터치/Win10","HP 15 노트북 모음전 듀얼/쿼드/15인치/17인치/터치/Win10","http://cr2.shopping.naver.com/adcr.nhn?x=k9HWAZaGMapMjnwMZDuIQ%2F%2F%2F%2Fw%3D%3DsGB8kR0q8ZwDKI6VP0S4gJAR1Qya94Z%2BsEoXduxrl39JwhrS8NwtkVxJ1LB%2BI6CVKQfrNeFSOkDCuF42b%2Be8tTV0OoBEvnBRBArDFehPzfu4mMene%2Fxz8KGG4MLLoxB8fQLskvQjIZ40CDOjP1skPd2rzEMQ8uuqN%2BuTfmtCpsbWOECb%2BD6Lix4LnoJYrHTBd5puH3Xy44tjQ8XQfAagXcvATspDk7F43LRAacBCwI4gJdLYt4q8p2tBHtPTxVPZplr2MJibGuG71Ivr98%2FRFYS3cDQosRlq2vuVtmOyZFRG7DagUQ8KwWc2djfVAk4%2FFOQ0rV8No4cata8UvBx6p19oEyEHul4%2BFK%2FgrCmMB9lc4AhLrM9EyoQzelAGDJ3Mpt40LQvCIbM1zAq00CoNlSDZDIBEd3VGBlljMNEby%2BcPcWhpQcWw%2FN0eIiqfaCqPNSQ2tlChAI0%2Bzc8mHLTir%2BFwJzoQnFG8ftloiEq5uPipQ4TaaV5ZCwk0zdZayr9ae5xP1kwTYSnK3Lnp14l7U46uUEaPoJTWWTWgj4W0yauhI6do%2F7nzWT2mQiQNfdfcexqdtpPy7FRSdaYEk21m2m2VmbKDr5K%2FxNVLZfoxknzI%3D&nv_mid=10011113250&cat_id=50000151","309,000","null","null","null","null","null","null","null","null","null","null","null"
"삼성전자 노트북9 spin NT940X3L-K59","삼성전자 노트북9 spin NT940X3L-K59","http://shopping.naver.com/detail/detail.nhn?nv_mid=9641102185&cat_id=50000151&frm=NVSHCHK&query=","1,532,610","2,200,000","33.78","인텔","코어 i5","CPU : i5-6200U(스카이레이크)","운영체제 : 윈도우10","SSD : 256GB","메모리 용량 : 8GB","해상도 : 3200x1800","CPU속도 : 2.3GHz","메모리 타입 : LPDDR3"
"에이수스 A556UA-DM762D","에이수스 A556UA-DM762D","http://shopping.naver.com/detail/detail.nhn?nv_mid=10577869171&cat_id=50000151&frm=NVSHCHK&query=","606,580","690,420","39.62","인텔","코어 i5","CPU : i5-7200U(카비레이크)","운영체제 : 미포함","SSD : 128GB","메모리 용량 : 4GB","해상도 : 1920x1080","CPU속도 : 2.5GHz","메모리 타입 : DDR4"
"엘지전자 울트라 PC 15UD470-KX5HK","엘지전자 울트라 PC 15UD470-KX5HK","http://shopping.naver.com/detail/detail.nhn?nv_mid=10699925258&cat_id=50000151&frm=NVSHCHK&query=","949,000","199,800,000","39.6","인텔","코어 i5","CPU : i5-7200U(카비레이크)","운영체제 : 미포함","null","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.5GHz","메모리 타입 : DDR4"
"한성컴퓨터 Gadgetbook G16","한성컴퓨터 Gadgetbook G16","http://shopping.naver.com/detail/detail.nhn?nv_mid=8771620418&cat_id=50000151&frm=NVSHCHK&query=","199,000","209,000","29.46","인텔","아톰","CPU : Z3735F","운영체제 : 윈도우8.1","SSD : 32GB","메모리 용량 : 2GB","해상도 : 1366x768","CPU속도 : 1.33GHz","메모리 타입 : DDR3L"
"애플 맥북에어 MD232KH/A","애플 맥북에어 MD232KH/A","http://shopping.naver.com/detail/detail.nhn?nv_mid=6463716681&cat_id=50000151&frm=NVSHCHK&query=","1,622,800","3,000,000","33.8","인텔","코어 i5","CPU : i5-3427U","운영체제 : OSX Lion","SSD : 256GB","메모리 용량 : 4GB","해상도 : 1440x900","CPU속도 : 1.8GHz","메모리 타입 : DDR3"
"레노버 아이디어패드 110-i5 Zacket","레노버 아이디어패드 110-i5 Zacket","http://shopping.naver.com/detail/detail.nhn?nv_mid=10305988781&cat_id=50000151&frm=NVSHCHK&query=","499,000","639,000","39.6","인텔","코어 i5","CPU : i5-6200U(스카이레이크)","운영체제 : 미포함","SSD : 128GB","메모리 용량 : 4GB","해상도 : 1366x768","CPU속도 : 2.3GHz","메모리 타입 : DDR4"
"삼성전자 노트북3 NT300E5Q-KD1S","삼성전자 노트북3 NT300E5Q-KD1S","http://shopping.naver.com/detail/detail.nhn?nv_mid=10423989458&cat_id=50000151&frm=NVSHCHK&query=","368,000","584,400","39.6","인텔","셀러론","CPU : 3215U","운영체제 : 미포함","null","메모리 용량 : 4GB","해상도 : 1366x768","CPU속도 : 1.7GHz","메모리 타입 : DDR3L"
"레노버 아이디어패드 Y700 Sky Kaiser 15","레노버 아이디어패드 Y700 Sky Kaiser 15","http://shopping.naver.com/detail/detail.nhn?nv_mid=9420403659&cat_id=50000151&frm=NVSHCHK&query=","996,000","1,391,850","39.62","인텔","코어 i7","CPU : i7-6700HQ(스카이레이크)","운영체제 : 미포함","null","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.6GHz","메모리 타입 : DDR4"
"삼성전자 spin NT740U5L-Y54S","삼성전자 spin NT740U5L-Y54S","http://shopping.naver.com/detail/detail.nhn?nv_mid=10178460750&cat_id=50000151&frm=NVSHCHK&query=","1,060,000","1,465,740","39.6","인텔","코어 i5","CPU : i5-6200U(스카이레이크)","운영체제 : 윈도우10","SSD : 128GB","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.3GHz","메모리 타입 : DDR4"
"HP 15-AK013TX","HP 15-AK013TX","http://shopping.naver.com/detail/detail.nhn?nv_mid=9035108669&cat_id=50000151&frm=NVSHCHK&query=","858,370","998,900","39.62","인텔","코어 i5","CPU : i5-6300HQ(스카이레이크)","운영체제 : 미포함","null","메모리 용량 : 4GB","해상도 : 1920x1080","CPU속도 : 2.3GHz","메모리 타입 : DDR3L"
"엘지전자 그램 PC 15Z960-GA50K","엘지전자 그램 PC 15Z960-GA50K","http://shopping.naver.com/detail/detail.nhn?nv_mid=9274863507&cat_id=50000151&frm=NVSHCHK&query=","1,271,300","2,391,920","39.6","인텔","코어 i5","CPU : i5-6200U(스카이레이크)","운영체제 : 윈도우10","SSD : 180GB","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.3GHz","메모리 타입 : DDR3L"
"포유디지탈 아이뮤즈 스톰북11","포유디지탈 아이뮤즈 스톰북11","http://shopping.naver.com/detail/detail.nhn?nv_mid=10433252531&cat_id=50000151&frm=NVSHCHK&query=","189,050","259,000","26.92","인텔","쿼드 코어","CPU : Z3735F","운영체제 : 윈도우10","null","메모리 용량 : 2GB","해상도 : 1366x768","CPU속도 : 1.33GHz","메모리 타입 : DDR3L"
"삼성전자 노트북9 metal NT900X5W-K58S","삼성전자 노트북9 metal NT900X5W-K58S","http://shopping.naver.com/detail/detail.nhn?nv_mid=10547535789&cat_id=50000151&frm=NVSHCHK&query=","1,197,000","1,483,000","38.1","인텔","코어 i5","CPU : i5-7200U(카비레이크)","운영체제 : 미포함","SSD : 256GB","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.5GHz","메모리 타입 : LPDDR3"
"삼성전자 노트북9 metal NT900X5P-KD3S","삼성전자 노트북9 metal NT900X5P-KD3S","http://shopping.naver.com/detail/detail.nhn?nv_mid=9531580157&cat_id=50000151&frm=NVSHCHK&query=","947,000","2,435,000","38.1","인텔","코어 i3","CPU : i3-6100U(스카이레이크)","운영체제 : 미포함","SSD : 256GB","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.3GHz","메모리 타입 : LPDDR3"
"애플 맥북프로 MGXC2KH/A","애플 맥북프로 MGXC2KH/A","http://shopping.naver.com/detail/detail.nhn?nv_mid=7884691780&cat_id=50000151&frm=NVSHCHK&query=","2,711,490","4,111,490","39.1","인텔","코어 i7","null","운영체제 : Mac OS X Mavericks","SSD : 512GB","메모리 용량 : 16GB","해상도 : 2880x1800","CPU속도 : 2.5GHz","메모리 타입 : DDR3L"
"에이수스 X553SA-XX252","에이수스 X553SA-XX252","http://shopping.naver.com/detail/detail.nhn?nv_mid=9385164949&cat_id=50000151&frm=NVSHCHK&query=","299,000","420,820","39.6","인텔","셀러론","CPU : N3050","운영체제 : 미포함","SSD : 128GB","메모리 용량 : 4GB","해상도 : 1366x768","CPU속도 : 1.6GHz","null"
"엘지전자 올데이 그램 13ZD970-GX30K","엘지전자 올데이 그램 13ZD970-GX30K","http://shopping.naver.com/detail/detail.nhn?nv_mid=10837739938&cat_id=50000151&frm=NVSHCHK&query=","1,159,000","null","33.7","인텔","코어 i3","CPU : i3-7100U(카비레이크)","운영체제 : 미포함","null","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.4GHz","메모리 타입 : DDR4"
"엘지전자 울트라 PC 15U560-SA56K","엘지전자 울트라 PC 15U560-SA56K","http://shopping.naver.com/detail/detail.nhn?nv_mid=9664914307&cat_id=50000151&frm=NVSHCHK&query=","1,140,100","1,488,000","39.6","인텔","코어 i5","CPU : i5-6200U(스카이레이크)","운영체제 : 윈도우10","null","메모리 용량 : 8GB","해상도 : 1920x1080","CPU속도 : 2.3GHz","메모리 타입 : DDR3L"
